mat,scalar
8.36E+08,5.94E+15
5.14E+16,6.33E+08
8.08E+08,1.50E+16
2.85E+16,5.94E+08
7.71E+08,1.43E+16
4.13E+16,5.54E+08
8.80E+08,8.73E+15
4.66E+16,5.44E+08
8.43E+08,7.71E+15
1.63E+16,5.36E+08
8.21E+08,8.77E+15
9.11E+16,5.31E+08
8.01E+08,9.46E+15
2.35E+16,6.83E+08
8.89E+08,3.72E+16
4.92E+16,6.31E+08
8.60E+08,2.15E+16
2.70E+16,6.01E+08
8.57E+08,1.10E+16
9.42E+16,5.56E+08
8.40E+08,1.13E+16
6.56E+16,6.82E+08
8.30E+08,1.93E+16
6.14E+16,6.42E+08
9.38E+08,2.05E+16
3.10E+16,5.99E+08
9.00E+08,2.34E+16
3.02E+16,5.89E+08
8.79E+08,1.59E+16
1.97E+17,5.81E+08
8.70E+08,1.21E+16
3.98E+16,5.75E+08
8.59E+08,2.51E+16
1.43E+17,7.34E+08
8.51E+08,2.08E+16
8.09E+16,6.80E+08
9.37E+08,6.18E+16
3.21E+16,6.49E+08
9.09E+08,3.69E+16
1.57E+17,6.02E+08
8.89E+08,2.70E+16
1.46E+17,7.31E+08
9.94E+08,2.60E+16
5.12E+16,6.90E+08
9.58E+08,1.97E+16
2.87E+17,6.46E+08
9.37E+08,1.97E+16
6.36E+16,6.35E+08
9.42E+08,2.08E+16
7.17E+16,6.27E+08
9.26E+08,1.66E+16
7.41E+18,6.21E+08
9.16E+08,2.54E+16
3.37E+16,7.83E+08
9.09E+08,5.63E+16
7.56E+16,7.28E+08
9.92E+08,4.08E+16
8.60E+16,6.96E+08
9.55E+08,2.03E+17
5.30E+16,6.48E+08
9.42E+08,4.23E+17
1.08E+17,7.79E+08
9.33E+08,2.05E+17
1.97E+17,7.37E+08
1.11E+09,8.95E+16
6.63E+17,7.12E+08
1.04E+09,3.49E+16
8.37E+16,6.84E+08
9.76E+08,1.89E+16
2.12E+17,7.91E+08
9.64E+08,9.25E+16
5.02E+16,7.59E+08
9.56E+08,5.23E+16
4.39E+16,7.47E+08
9.50E+08,1.22E+17
6.93E+16,7.30E+08
9.46E+08,1.35E+17
8.26E+16,7.19E+08
9.43E+08,7.74E+16
4.76E+16,8.48E+08
1.19E+09,2.10E+17
5.96E+17,8.07E+08
1.08E+09,3.89E+16
1.22E+17,7.77E+08
1.03E+09,3.17E+16
6.69E+16,7.62E+08
9.98E+08,5.20E+16
1.85E+17,7.51E+08
9.54E+08,1.41E+17
6.16E+16,9.10E+08
9.52E+08,3.08E+16
4.97E+16,8.55E+08
1.05E+09,1.01E+17
1.90E+17,8.24E+08
1.02E+09,4.34E+17
1.02E+17,7.95E+08
9.98E+08,4.12E+16
7.76E+16,7.84E+08
9.63E+08,5.55E+16
6.52E+16,7.76E+08
1.05E+09,1.85E+17
1.48E+17,9.02E+08
1.02E+09,5.92E+16
7.45E+17,8.61E+08
1.00E+09,1.01E+17
1.08E+17,8.37E+08
9.78E+08,1.91E+17
8.85E+16,8.10E+08
9.75E+08,1.79E+17
8.38E+16,9.10E+08
9.72E+08,6.89E+16
5.71E+16,8.80E+08
1.04E+09,3.22E+16
2.48E+17,8.67E+08
9.91E+08,3.26E+16
5.22E+17,8.52E+08
9.86E+08,6.65E+16
6.36E+16,8.41E+08
9.83E+08,3.85E+17
6.56E+16,8.34E+08
9.81E+08,3.90E+16
7.39E+16,9.55E+08
9.79E+08,6.87E+16
8.14E+16,9.15E+08
1.11E+09,1.04E+17
3.44E+17,8.73E+08
1.06E+09,2.68E+16
1.90E+17,8.63E+08
1.03E+09,3.54E+16
2.45E+17,8.56E+08
1.02E+09,3.54E+16
2.78E+17,1.00E+09
1.01E+09,1.03E+17
2.50E+17,9.53E+08
9.84E+08,2.37E+17
1.05E+17,9.23E+08
9.83E+08,7.41E+16
7.14E+16,9.05E+08
9.82E+08,1.12E+17
9.72E+16,8.80E+08
9.81E+08,4.03E+16
9.92E+16,8.75E+08
9.81E+08,9.87E+16
1.19E+17,9.54E+08
9.80E+08,1.23E+18
1.47E+17,9.13E+08
9.80E+08,6.46E+16
7.59E+16,1.05E+09
9.80E+08,9.36E+16
7.35E+16,1.00E+09
1.03E+09,2.33E+17
2.60E+17,9.76E+08
9.82E+08,9.09E+16
2.18E+17,9.63E+08
9.81E+08,5.69E+17
3.43E+17,9.50E+08
9.81E+08,3.60E+17
9.43E+16,9.40E+08
9.81E+08,4.83E+16
8.40E+16,1.05E+09
1.06E+09,1.19E+17
1.41E+17,1.01E+09
1.04E+09,1.05E+18
1.50E+17,9.92E+08
1.02E+09,2.72E+17
2.22E+17,9.77E+08
9.82E+08,6.30E+16
8.73E+16,9.68E+08
9.82E+08,1.06E+17
2.60E+17,1.05E+09
9.82E+08,1.58E+17
8.06E+16,1.03E+09
9.81E+08,1.68E+17
1.04E+17,1.01E+09
9.81E+08,8.70E+16
8.34E+16,1.00E+09
9.81E+08,3.83E+17
1.09E+17,9.92E+08
1.05E+09,8.21E+16
3.19E+17,1.16E+09
9.82E+08,4.58E+17
6.50E+16,1.04E+09
9.82E+08,1.44E+17
9.00E+16,1.03E+09
9.82E+08,1.58E+17
8.25E+16,1.02E+09
1.12E+09,1.20E+17
2.30E+17,1.01E+09
1.07E+09,1.06E+17
3.21E+17,1.01E+09
1.04E+09,1.09E+17
4.12E+17,1.00E+09
1.02E+09,1.16E+17
5.66E+17,1.00E+09
9.82E+08,1.55E+17
6.50E+16,9.99E+08
1.05E+09,9.66E+16
1.35E+17,9.97E+08
9.83E+08,1.05E+17
6.47E+16,9.96E+08
9.83E+08,1.26E+17
1.37E+17,9.95E+08
9.83E+08,1.54E+17
8.46E+16,9.95E+08
9.83E+08,9.91E+16
1.74E+17,9.94E+08
1.12E+09,1.35E+17
1.87E+17,9.94E+08
1.07E+09,3.82E+17
2.19E+17,9.93E+08
1.04E+09,8.18E+16
2.25E+17,9.93E+08
9.84E+08,8.23E+16
1.54E+17,9.93E+08
9.83E+08,8.05E+16
6.28E+16,1.52E+09
1.09E+09,1.11E+18
1.57E+17,1.22E+09
9.84E+08,1.12E+09
3.18E+17,3.70E+17
1.24E+09,1.08E+09
4.99E+18,2.06E+17
1.12E+09,1.05E+09
2.52E+17,2.29E+17
1.07E+09,1.03E+09
7.59E+17,4.23E+17
9.86E+08,9.93E+08
1.11E+17,8.88E+16
9.85E+08,9.93E+08
7.35E+16,1.24E+17
9.85E+08,9.93E+08
1.21E+17,2.17E+17
9.85E+08,9.93E+08
1.01E+17,1.80E+17
9.85E+08,9.93E+08
8.83E+16,8.55E+16
9.85E+08,9.93E+08
6.53E+16,9.49E+17
1.17E+09,9.93E+08
1.15E+18,1.45E+17
1.09E+09,9.93E+08
2.79E+18,1.41E+17
9.85E+08,9.93E+08
1.55E+17,8.48E+16
9.85E+08,9.93E+08
7.64E+16,1.18E+17
9.85E+08,9.93E+08
9.12E+16,8.95E+16
9.85E+08,9.93E+08
2.21E+17,7.94E+16
1.24E+09,9.75E+08
2.08E+17,2.61E+17
1.12E+09,1.05E+09
9.86E+08,7.55E+17
1.30E+17,1.03E+09
1.39E+09,1.48E+17
6.11E+17,1.27E+09
1.17E+09,3.28E+17
9.86E+08,1.14E+09
4.78E+17,1.08E+09
1.72E+09,2.34E+17
2.13E+17,1.16E+09
1.12E+09,6.68E+17
1.07E+09,1.46E+09
4.30E+17,3.74E+18
1.04E+09,1.26E+09
1.18E+17,1.18E+09
9.87E+08,1.69E+18
8.95E+16,1.33E+09
9.87E+08,1.56E+18
6.46E+16,1.27E+09
1.09E+09,6.59E+18
5.12E+17,1.42E+09
1.06E+09,4.13E+18
1.64E+17,1.30E+09
1.03E+09,1.26E+09
1.22E+17,2.26E+18
1.02E+09,
1.53E+17,
1.01E+09,
9.94E+16,
9.87E+08,
8.00E+16,
9.87E+08,
8.32E+16,
1.03E+09,
3.57E+17,
1.02E+09,
1.78E+17,
1.01E+09,
9.96E+17,
9.88E+08,
1.07E+17,
1.02E+09,
1.47E+17,
9.89E+08,
2.41E+17,
1.05E+09,
1.52E+17,
9.90E+08,
9.48E+16,
9.90E+08,
9.29E+16,
1.10E+09,
3.83E+17,
1.06E+09,
8.54E+17,
9.92E+08,
8.43E+16,
1.13E+09,
4.61E+17,
1.08E+09,
2.47E+17,
1.05E+09,
4.20E+17,
1.03E+09,
5.54E+17,
9.94E+08,
1.35E+17,
9.94E+08,
1.18E+17,
9.94E+08,
1.87E+17,
9.93E+08,
2.73E+17,
9.93E+08,
1.46E+17,
1.06E+09,
1.86E+17,
1.04E+09,
1.42E+17,
1.03E+09,
1.85E+17,
9.94E+08,
4.55E+17,
9.94E+08,
3.39E+17,
1.05E+09,
1.43E+17,
9.96E+08,
3.57E+18,
9.95E+08,
2.90E+17,
1.11E+09,
2.34E+17,
9.98E+08,
1.22E+17,
9.97E+08,
9.37E+17,
1.28E+09,
8.30E+17,
1.14E+09,
1.09E+09,
1.20E+18,
1.00E+09,
8.68E+16,
1.20E+09,
5.17E+17,
1.00E+09,
8.70E+16,
1.00E+09,
4.49E+17,
1.84E+09,
3.72E+17,
1.15E+09,
1.09E+09,
2.02E+17,
1.01E+09,
2.76E+17,
1.20E+09,
4.05E+17,
1.02E+09,
6.13E+17,
1.87E+09,
3.18E+17,
1.16E+09,
1.10E+09,
2.60E+17,
1.07E+09,
2.11E+17,
1.02E+09,
1.28E+18,
1.14E+09,
4.02E+17,
1.10E+09,
6.43E+17,
1.04E+09,
1.67E+17,
1.03E+09,
1.51E+17,
1.18E+09,
5.59E+17,
1.05E+09,
7.83E+17,
1.50E+09,
2.07E+18,
1.25E+09,
1.16E+09,
4.31E+17,
1.12E+09,
3.07E+21,
1.07E+09,
3.63E+17,
1.20E+09,
6.87E+17,
1.11E+09,
5.03E+17,
