instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
rijc783,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,11.746440506893446,11.746440489861719,10,0.001725336,0.033491301,0.0,11862320,0.033473968505859375,0.030839724,11448752,1.4396584248344002e-7,1.2256124960382344e-8,1.1218885852316086e-8,0.0,4.26919425064912e-9,normalF64
syn10m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2003.4558328645717,-2003.4558257306937,18,0.000520134,0.106542466,0.0,30263472,0.10652279853820801,0.104781749,29707632,5.58611736381498e-8,2.7882408347519516e-11,1.937396008033479e-6,0.0,1.2419326044015086e-8,normalF64
syn05h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-838.010859083513,-838.0107462386002,15,0.000382015,0.024545008,0.0,12038592,0.024534940719604492,0.023607701,11624960,8.184247604070549e-7,9.766278700757193e-10,1.0675262549187854e-6,0.0,1.5061290731668773e-7,normalF64
beck751,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,7.500952170841269,7.5009521622103135,32,0.001473997,0.329513036,0.057319056,139999600,0.32950305938720703,0.325949692,139366896,5.8912159900579604e-8,7.853957554532636e-9,2.9175415885577196e-6,0.0,3.8909430224983797e-10,normalF64
beck752,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,6.815509062720042,6.815508729335723,12,0.001179545,0.068005393,0.0,26145776,0.06799483299255371,0.065931621,25517872,5.409963535662566e-7,7.937725194858418e-8,3.1210912149032786e-8,0.0,1.2847243454524802e-8,normalF64
beck753,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,6.298339492647023,6.298335932141689,14,0.001168207,0.176983212,0.0,64219184,0.1769709587097168,0.174687528,63590800,5.626512279035059e-6,8.933331501614296e-7,3.5530671668376525e-7,0.0,1.3785714989851492e-7,normalF64
fiac81b,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,17.292843851672917,17.29284359038723,15,0.001309003,0.151245139,0.03665574,40417104,0.15123391151428223,0.148701105,39722608,3.621433237468129e-7,2.0941802998098107e-8,1.3963916979091362e-8,0.0,2.4594452309694493e-9,normalF64
batch,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,259180.3481820343,259180.34819724533,49,0.000812647,0.379646139,0.037030726,106851072,0.3796260356903076,0.375120704,105916544,4.132264124520439e-14,1.5943585820695177e-19,0.001786391409507746,0.0,1.3459049266184483e-11,normalF64
syn05m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3618.427013015446,-3618.4269633600584,19,0.001191498,0.096984463,0.0,28491024,0.09697198867797852,0.094127662,27464704,1.1325045801147127e-7,3.1298256840364746e-11,1.6696829138394434e-6,0.0,1.4108034062026501e-8,normalF64
syn15m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1682.9380495029789,-1682.9380330853828,14,0.001293181,0.081621373,0.0,24421408,0.08161091804504395,0.079029543,23363440,3.000977459812576e-7,1.7831776164897177e-10,7.577032827787815e-7,0.0,2.4625712457402347e-8,normalF64
fang88,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-10.380040768830014,-10.380041034495576,16,0.001987732,0.187766611,0.034408068,59521904,0.18775510787963867,0.184385963,58494912,6.386169523304671e-8,6.1523549526718175e-9,4.966386641412498e-9,0.0,2.843041794726908e-9,normalF64
syn10h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-1267.709279020892,-1267.7092789896008,13,0.001052951,0.038732906,0.0,12791888,0.03871893882751465,0.036611201,11913120,3.3329637058122806e-10,2.6291230654921735e-13,4.499872309600133e-10,0.0,3.943614732305555e-11,normalF64
demb761,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,183.49477750237946,183.46744478241402,10,0.003475534,0.570305071,0.040604125,297830096,0.5702869892120361,0.565750636,296653376,0.02005330261635295,0.00010930169458748099,0.0018668640759746345,0.0,0.0009706052073192446,normalF64
demb762,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.358419911546818,-10.358435967800204,13,0.002641066,0.40234131,0.026813092,267966016,0.402324914932251,0.398489653,266788576,4.79354575569379e-6,4.6276804731098917e-7,4.2617929169462577e-7,0.0,2.1748425162311622e-7,normalF64
demb763,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.351925217338206,-10.42893078759353,10,0.00261739,0.504383734,0.05774461,268596544,0.5043740272521973,0.500697113,267419824,0.021541814602927704,0.0020809476643868915,0.002007764320603384,0.0,0.0010230690125691,normalF64
syn20m,Float64,hypatia,qrchol_dense,OTHER_ERROR,SolveCalled,-2970.6753821044285,-2970.6753817169156,21,0.001768508,0.0,0.0,0.0,NaN,0.213684052,56906160,9.644837739575252e-8,3.246681814403714e-11,2.6800599181550994e-6,0.0,9.817651626071982e-9,normalF64
syn05m02h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3033.347114000474,-3033.3467151787877,19,0.001631426,0.100952329,0.0,26572928,0.10092711448669434,0.097593236,25250288,8.81632187477166e-7,2.9064665346342166e-10,7.988594743846191e-7,0.0,9.409627984249709e-8,normalF64
syn05m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4844.747999081701,-4844.747883668273,23,0.002156953,0.217292318,0.036766703,52546432,0.21728014945983887,0.212643241,50490976,3.825072397711793e-7,7.895296924498069e-11,3.178742729189036e-6,0.0,2.6386884867632656e-8,normalF64
fiac81a,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,7.513058065178761,7.513057846411163,13,0.004404475,0.17062625,0.0,65994544,0.17061376571655273,0.16462174,63750464,6.693418651247673e-7,8.909047139101937e-8,2.7630411998675984e-8,0.0,4.7409110366555235e-9,normalF64
syn30m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1426.1618621204404,-1426.1618497417435,18,0.003118812,0.228634946,0.031106642,60663456,0.22861886024475098,0.223175044,57830160,1.6645284339755761e-6,1.1671385122448362e-9,5.694594177402463e-6,0.0,4.088874080464182e-8,normalF64
syn10m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4717.0384434451935,-4717.03838101724,28,0.003028621,0.33671902,0.034871248,94628400,0.33670616149902344,0.330270659,91665056,8.37393541758269e-7,1.77525273918832e-10,7.48742519410365e-6,0.0,5.3343030711902704e-8,normalF64
rijc787,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,5.184465055258085,5.18446417379648,11,0.004821169,0.158974901,0.0,62955824,0.15896296501159668,0.152710516,60648416,9.661653896648451e-7,1.8635781004102136e-7,2.5886621256485326e-8,0.0,6.03210030994055e-9,normalF64
syn15h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-854.322803401295,-854.3228016502751,16,0.003106895,0.111530871,0.0,32219232,0.11151981353759766,0.106671453,30363872,4.306095878791929e-8,5.0403616310464525e-11,4.806593502009859e-8,0.0,2.4425684897708233e-9,normalF64
ravem,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,230061.8640998521,230061.8648691816,64,0.004057017,0.798103175,0.06034756,238441264,0.798090934753418,0.7880725,235078576,3.871138831370666e-11,1.6826512440781455e-16,0.2431934094305206,0.0,2.985720045057406e-11,normalF64
syn05m04m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6587.691552843803,-6587.69147088665,22,0.03351829,0.234284908,0.02925634,61659936,0.2342698574066162,0.198560934,58094560,2.7796676427271905e-7,4.2194866296180054e-11,2.923325083740742e-6,0.0,1.3466543722082246e-8,normalF64
enpro56,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,224061.59846371828,224061.59971482653,67,0.003846543,0.988708238,0.096281623,304146832,0.9886941909790039,0.978606879,300305600,7.564744133092328e-11,3.3761894687533807e-16,0.41096884487356294,0.0,5.496993571803178e-11,normalF64
syn05m03h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4027.9831666922883,-4027.9830910651876,23,0.003821552,0.175809296,0.0,49661088,0.1757969856262207,0.169398856,46958592,2.414831574704124e-7,5.99513819886974e-11,1.5267613928935155e-7,0.0,1.4279792109116408e-8,normalF64
syn20h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-927.2199576706172,-927.2198946377446,20,0.00443405,0.189881824,0.032539092,49897440,0.18987011909484863,0.183147819,47164032,1.234160897090053e-6,1.3310335771789683e-9,1.9902440003269687e-6,0.0,9.235482590567735e-8,normalF64
syn40m,Float64,hypatia,qrchol_dense,OTHER_ERROR,SolveCalled,-1833.9137368562144,-1833.9137330900037,23,0.00568564,0.0,0.0,0.0,NaN,0.319482577,105898704,4.25758162725387e-7,2.3215822760302932e-10,1.30489828628922e-6,0.0,7.843086003189149e-9,normalF64
rsyn0805m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2111.0247268819903,-2111.0247296026064,19,0.00410225,0.120019297,0.0,32927184,0.12000489234924316,0.114123975,28942416,7.570182980476403e-9,3.586022884562635e-12,9.961396210172817e-7,0.0,7.296899824164259e-11,normalF64
enpro48,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,174318.0350147311,174318.03470710816,51,0.005606449,0.605544764,0.037527593,165296144,0.6055331230163574,0.593593001,160206576,2.7291536995816337e-9,1.5656175244100244e-14,0.00204460355144634,0.0,1.5277793068161427e-10,normalF64
syn10m02h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2312.1456056538464,-2312.1454215387575,22,0.005476895,0.239571749,0.031463018,61312736,0.23955988883972168,0.231923634,57346160,1.2967307953526408e-6,5.60834400818776e-10,9.86583590511296e-7,0.0,5.8829731530331664e-8,normalF64
syn15m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4689.793273065203,-4689.793201882887,21,0.006379835,0.319185763,0.031333885,89110592,0.31917309761047363,0.309619535,82284112,1.212558479567629e-6,2.585526501843252e-10,4.706541886380736e-6,0.0,2.982144067899322e-8,normalF64
syn10m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6813.885426596245,-6813.885343936058,26,0.006099992,0.468583339,0.027932516,147812016,0.46857213973999023,0.458628025,141262176,1.3078841670788321e-6,1.9194396224712606e-10,1.2463891341933973e-5,0.0,4.714876803702227e-8,normalF64
rsyn0810m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2963.2095495514172,-2963.20973166982,19,0.004924939,0.179847161,0.0,47494672,0.17983412742614746,0.172689974,42549776,3.3975481231185434e-7,1.1465770699992777e-10,2.750762209394684e-5,0.0,4.593626532954709e-9,normalF64
syn05m04h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-5510.999034779121,-5510.998714129119,26,0.008198378,0.297907902,0.033260504,80078496,0.2978940010070801,0.286840748,75365248,1.120211098104562e-6,2.0326824429383335e-10,2.0069073544017678e-5,0.0,4.391451226861877e-8,normalF64
rsyn0815m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2585.1356736760367,-2585.135800239425,20,0.006350385,0.240615049,0.034667683,61024096,0.2406020164489746,0.231488349,54598496,2.892906292443001e-7,1.1190539521391222e-10,2.3412048477254156e-6,0.0,2.9748857870986304e-9,normalF64
syn30h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-146.59077430959428,-146.59073242103574,21,0.007461223,0.251481827,0.0,81187600,0.2514610290527344,0.24155653,75615424,2.0445363104748537e-6,1.3947237267175278e-8,1.0203826174925693e-6,0.0,3.9237454323094995e-8,normalF64
rsyn0820m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3896.230410483076,-3896.2311258897266,17,0.008165282,0.230967617,0.031033729,56482368,0.23095297813415527,0.219145809,49062160,1.3971541614199445e-6,3.5859125724721135e-10,1.1400611815622744e-5,0.0,1.0176894880187693e-8,normalF64
syn20m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4884.227969130365,-4884.227934302609,19,0.009633064,0.384559294,0.033300464,109768896,0.38454604148864746,0.370995594,99077264,1.9687173682947368e-6,4.0307646996363813e-10,5.584550341776635e-6,0.0,3.465704374104728e-8,normalF64
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,1.7112389672263364,1.711238959488004,12,2.608624284,15.561041657,0.585411738,2058865188,11.3631911277771,8.227336699,1248225096,1.6549832393408792e-8,9.671257366861515e-9,1.0350192469720714e-9,0.0,1.4685910924241507e-9,normalF64
demb782,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471783277884,0.6931471736260615,7,0.000303415,0.103645472,0.027795275,34130913,0.10363507270812988,0.10289364,33922481,1.3414720556603754e-8,1.9353351015524328e-8,2.7558330633646353e-9,0.0,1.382722911330865e-9,normalF64
bss2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,4.108531662069831,4.108531659604134,9,0.00072216,0.439085631,0.032912359,229634033,0.43907713890075684,0.437718665,229403777,8.490720126985707e-9,2.0666069609413223e-9,5.998380240772174e-10,0.0,3.3564785651935396e-10,normalF64
demb781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471806453932,0.6931471773871488,12,0.000523885,0.68752843,0.043483139,370578512,0.6875178813934326,0.686193495,370324672,7.649373821457262e-9,1.103571372863688e-8,3.041030345943672e-10,0.0,3.3893340656144067e-10,normalF64
synthes1,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,0.7592846963152342,0.7592831688314045,12,0.000571838,2.63667468,0.181703072,1418203664,2.636667013168335,2.635236154,1417897312,2.58647387737326e-7,3.4064680787723024e-7,9.852919601848764e-8,0.0,1.0181946218337123e-8,normalF64
gptest,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.000514206,0.384334431,0.029209579,200883752,0.3843259811401367,0.382995244,200602872,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
rijc781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.00046975,0.403241138,0.028036539,212245016,0.4032320976257324,0.40198047,211964136,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
synthes2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-0.5544168937748399,-0.5544169439771452,17,0.000432875,0.272952042,0.015962758,148381640,0.27294206619262695,0.2714574,148080552,3.263710108841738e-9,5.886743613853869e-9,1.3405637568882972e-8,0.0,1.437467763438249e-10,normalF64
rijc784,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,13.342702798621138,13.34270277215572,16,0.001186299,4.307280929,0.269101796,2325197640,4.307270050048828,4.304832077,2324885128,5.134537706119602e-8,3.848199119622626e-9,4.150377179421867e-9,0.0,1.3412768212506982e-9,normalF64
rijc785,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,3.375177931356218,3.375177930092999,19,0.000583729,4.480328405,0.269844642,2417540528,4.480317831039429,4.478218301,2417207296,3.533967429802942e-8,1.0470462603746547e-8,6.507424176359139e-9,0.0,5.560015212707914e-10,normalF64
rijc786,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,3.3750741805284568,3.3750741658109717,9,0.00056788,1.133189828,0.067736711,609877928,1.1331820487976074,1.131970453,609547128,1.7314417050107167e-7,5.130084910577606e-8,4.3806091758680265e-8,0.0,2.4182465804812306e-9,normalF64
syn05m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1144.5242634438,-1144.5242629729985,17,0.000410869,2.087542092,0.131033617,983102344,2.087533950805664,2.085665759,982770328,9.801361888772675e-9,8.563699522875126e-12,1.2838095357102419e-5,0.0,7.500813734289885e-10,normalF64
rijc782,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,8.74828001207762,8.74827980798742,14,0.000796378,8.108054836,0.507176351,4380279776,8.1080482006073,8.106101959,4379889024,9.697775585904012e-7,1.1085351404798091e-7,6.675897675537783e-8,0.0,2.7255138961977412e-8,normalF64
batchdes,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,160860.75202683703,160860.7520299979,44,0.000516798,3.033523007,0.128127191,912420992,3.033514976501465,3.028651513,912042992,1.4725540733073923e-14,9.154216020529265e-20,0.00021902502168898646,0.0,2.1940018399230093e-14,normalF64
synthes3,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,15.08218629067887,15.082174620696078,14,0.000718699,0.765308264,0.057464265,187266400,0.7653000354766846,0.76302148,186811168,3.411521129398057e-7,2.261955729326125e-8,6.10820441386996e-7,0.0,1.412080594517521e-8,normalF64
rijc783,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,11.746440471067572,11.746440469818022,10,0.001226927,0.759173484,0.058298574,207355104,0.7591640949249268,0.756913025,206865120,1.0217908935628017e-8,8.698727892830596e-10,8.129135260109145e-10,0.0,3.06800359164967e-10,normalF64
syn10m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2003.4558177976496,-2003.455817796059,24,0.000769262,3.33074956,0.158709771,1215103984,3.3307409286499023,3.327453145,1214508464,1.7531281981675306e-11,8.750520887926053e-15,1.1778081308917851e-8,0.0,2.6372879021218677e-12,normalF64
syn05h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-838.0107266260405,-838.0107265976201,22,0.000462391,2.807061336,0.17467546,1517090992,2.8070530891418457,2.805150724,1516656544,7.040870109165098e-10,8.401885423964344e-13,3.847009146907937e-9,0.0,3.772339687843678e-11,normalF64
beck751,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,7.5009521286905825,7.500952074476468,12,0.001798461,1.527156551,0.078674449,575096920,1.527146816253662,1.524080934,574354360,9.754426378978219e-8,1.3004251036571292e-8,1.0931781570956304e-8,0.0,2.0851925662491284e-9,normalF64
beck752,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.815509035061965,6.8155089785717005,16,0.00177506,2.737016961,0.136444499,1160924128,2.7370078563690186,2.733638835,1160180608,9.495039477295563e-8,1.3931519285131074e-8,1.1582013913471904e-8,0.0,2.1824922328340012e-9,normalF64
beck753,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.298338700290319,6.2983386630211715,19,0.002051008,8.612440562,0.535184326,4208909208,8.612428903579712,8.608514063,4208164968,6.132871491768346e-8,9.737284417199862e-9,3.595617890838661e-9,0.0,1.4410439347280585e-9,normalF64
fiac81b,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,17.29284378852533,17.29284367159153,14,0.001920241,1.620227231,0.072130412,544781936,1.62021803855896,1.616855574,543966688,1.5089560301143404e-7,8.725898751939998e-9,6.1263525528481e-9,0.0,1.1019093220299658e-9,normalF64
batch,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,259180.348118912,259180.3481340304,49,0.001281961,5.52705393,0.308256824,1835506520,5.527038097381592,5.520316112,1834501944,4.1308677801189786e-14,1.593819828493623e-19,0.0001222565433884829,0.0,1.3893171143506828e-11,normalF64
syn05m02m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-3618.4269745885754,-3618.426974519939,23,0.001527436,2.501902553,0.135087567,816843336,2.5018880367279053,2.495657203,815777816,1.7260010087838396e-10,4.7700313448500375e-14,3.763590289644202e-9,0.0,1.9499256728268582e-11,normalF64
syn15m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1682.938009809231,-1682.9380072333092,14,0.001830354,1.23954756,0.059037692,288023144,1.239534854888916,1.235689887,286895128,4.7827997178954125e-8,2.8419345751407476e-11,2.5832063849433007e-5,0.0,3.876827940949896e-9,normalF64
fang88,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-10.380040775322108,-10.380041049581536,16,0.003104976,2.853027312,0.150544228,1153875888,2.8530168533325195,2.84819219,1152676960,6.263776020848171e-8,6.034442596545385e-9,6.9058933293450146e-9,0.0,2.938551159893369e-9,normalF64
syn10h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-1267.7092790224597,-1267.7092789907908,13,0.001410725,0.538298785,0.030100763,132402408,0.5382890701293945,0.535677669,131485432,1.1829063182099383e-9,9.33105356081393e-13,2.0424757864230847e-9,0.0,3.9936123530012137e-11,normalF64
demb761,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,183.4947775023798,183.46744478241436,10,0.003851634,18.017725042,1.062802511,9292115784,18.017717838287354,18.01257089,9290748344,0.02005330261638209,0.00010930169458763962,0.001866864075976033,0.0,0.0009706052073199743,normalF64
demb762,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.358419916493077,-10.358435973033238,13,0.003710023,11.537248864,0.69597978,5847738240,11.537231922149658,11.532026396,5846369760,4.793354585858661e-6,4.627495915884329e-7,4.261877452001836e-7,0.0,2.1748856399646986e-7,normalF64
demb763,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.351925217337083,-10.428930787592293,10,0.003951438,26.056253297,1.598542577,13516543456,26.056235790252686,26.051013078,13515175696,0.021541814603026253,0.002080947664396637,0.0020077643206010466,0.0,0.0010230690125673735,normalF64
syn20m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2970.6758183320912,-2970.6758120288355,13,0.002443668,3.776592373,0.233703034,1606774312,3.7765841484069824,3.771856389,1605220024,1.6383526197372156e-6,5.515083839262815e-10,4.86632032759743e-6,0.0,1.6588321285464635e-7,normalF64
syn05m02h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-3033.3467197965147,-3033.3467150068404,20,0.002084206,0.981299844,0.0643499,247204760,0.9812908172607422,0.977109784,245843640,1.2816890659905766e-8,4.225329922312857e-12,9.151517884574559e-9,0.0,1.1300238101188998e-9,normalF64
syn05m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4844.747855802127,-4844.7477790095345,21,0.002800528,2.673110632,0.123406954,889067800,2.6730990409851074,2.667026244,886955512,6.432600922201548e-7,1.3277473077361064e-10,0.00029545974117842336,0.0,1.7277013323434608e-8,normalF64
fiac81a,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,7.513057989145272,7.513057952584799,17,0.006102905,24.340600021,1.493274475,12239279584,24.340590953826904,24.329695409,12236767072,1.2671936978556064e-7,1.686655028954808e-8,6.461086930412514e-9,0.0,7.926217453297177e-10,normalF64
syn30m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1426.1617833232758,-1426.1617831599422,25,0.004298445,12.531267991,0.730409179,5592323440,12.531260013580322,12.522082658,5589361104,2.4364490869288602e-8,1.7083960006636757e-11,1.8349991371886969e-6,0.0,5.388817521614913e-10,normalF64
syn10m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4717.038457292943,-4717.038386179003,21,0.003929251,7.289006675,0.414565696,3203249288,7.288990020751953,7.281044856,3200211192,9.893918320458273e-7,2.0974851933126457e-10,6.8690680337934865e-6,0.0,6.079269479006864e-8,normalF64
rijc787,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,5.1844649065765855,5.184464840961638,14,0.006993876,5.255761973,0.301773605,2445780328,5.255752086639404,5.247432695,2443166504,7.39619397097897e-8,1.4266070265426063e-8,4.650567868538762e-9,0.0,4.4928897584889244e-10,normalF64
syn15h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-854.3227970606897,-854.3227969343211,15,0.003151849,0.992423449,0.032928083,252268928,0.992405891418457,0.987124402,250343728,6.54598555913912e-9,7.662192302090826e-12,1.0192891333774392e-8,0.0,1.76530896775743e-10,normalF64
ravem,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,230062.15587301602,230062.15587458276,61,0.004599058,11.142850665,0.602417284,3524111056,11.14283800125122,11.126202924,3520647200,9.397280232480631e-14,4.084670160877529e-19,0.0002471909333368605,0.0,5.909018624905837e-14,normalF64
syn05m04m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6587.6914541637525,-6587.691453726193,28,0.003860772,10.04463086,0.57294746,4290843424,10.044622898101807,10.03499524,4287200240,1.8430812431802224e-9,2.797764977312807e-13,1.9223602027843233e-8,0.0,7.18491685610443e-11,normalF64
enpro56,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,223974.27322563803,223974.45164234404,64,0.004962815,8.174004283,0.490482006,2265327344,8.173995971679688,8.15719667,2261410416,1.2142928358297195e-8,5.421568517862813e-14,1.0068938723710854,0.0,8.514205381404117e-9,normalF64
syn05m03h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4027.9831309425294,-4027.9830886546215,24,0.004731074,9.811027728,0.623500229,4617708648,9.811020135879517,9.802709413,4614948600,1.4637648027004957e-7,3.633989406400472e-11,6.271310030973631e-7,0.0,7.984958257522176e-9,normalF64
syn20h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-927.2192203836544,-927.2192190320819,24,0.005003909,5.453164931,0.2979239,2121449040,5.453150987625122,5.44412199,2118625520,4.239700052144357e-8,4.572489395107774e-11,4.257896490336662e-7,0.0,1.9781996555512173e-9,normalF64
syn40m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1833.9137168864445,-1833.9137166148428,26,0.006772868,12.636813769,0.749426321,5342281552,12.636796951293945,12.623518571,5337353120,3.148747129699814e-8,1.7169548930827825e-11,1.2610465816025877e-7,0.0,5.654566889838827e-10,normalF64
rsyn0805m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2111.0247270950194,-2111.024727116869,20,0.005121365,0.746683272,0.034795202,184124840,0.7466690540313721,0.738610672,180120680,6.106920524828752e-11,2.892870200166951e-14,3.6613869139377676e-6,0.0,5.862068631973055e-13,normalF64
enpro48,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,174318.13290780433,174318.13290187565,58,0.005728697,12.738145287,0.776386554,4787756424,12.738137006759644,12.719792894,4782582392,5.6804518879481625e-11,3.258669533332892e-16,0.00011729351143767883,0.0,3.0641352679305324e-12,normalF64
syn10m02h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2312.145201202789,-2312.145199088411,27,0.005671645,8.512494604,0.761996202,3999347608,8.512480020523071,8.502194858,3995303384,1.5586260226907456e-8,6.741038676463489e-12,1.142105684330215e-8,0.0,6.757022118125519e-10,normalF64
syn15m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4689.79320937894,-4689.793174445418,21,0.007833919,26.995052151,1.761583953,15154981848,26.995043992996216,26.980526751,15148015272,6.212302681101039e-7,1.3246431993370816e-10,5.298435318179941e-6,0.0,1.463567794025696e-8,normalF64
syn10m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6813.8851591273105,-6813.885158841207,42,0.007187613,38.697753061,2.350194917,20622968088,38.69774103164673,38.678793605,20616299784,5.577015710356292e-9,8.184780899757003e-13,2.0260486843224753e-7,0.0,1.6315233987124138e-10,normalF64
