# n = 2
signal_ratio,refrmse,deg,ignore_mono,ignore_conv,use_wsos,rmse,tm
100.0,0.7267748185210309,2,false,false,true,2.6900113410936983,1.410788822
100.0,0.7267748185210309,2,false,false,false,2.690011978463967,0.739588796
100.0,0.7267748185210309,3,true,true,true,2.6678988955454592,0.460332435
100.0,0.7267748185210309,3,true,true,false,2.6678988955454592,0.435695557
100.0,0.7267748185210309,3,true,false,true,2.668292838554556,1.409914338
100.0,0.7267748185210309,3,true,false,false,2.668293399396129,1.054852509
100.0,0.7267748185210309,3,false,true,true,2.667896413518309,0.255045785
100.0,0.7267748185210309,3,false,true,false,2.667896911142054,0.262919054
100.0,0.7267748185210309,3,false,false,true,2.668292851955638,0.663902939
100.0,0.7267748185210309,3,false,false,false,2.6682932866715148,0.486875818
100.0,0.7267748185210309,4,true,true,true,2.630739705066944,0.703840726
100.0,0.7267748185210309,4,true,true,false,2.630739705066944,0.421381815
100.0,0.7267748185210309,4,true,false,true,2.6320292234080007,4.848671682
100.0,0.7267748185210309,4,true,false,false,2.6338270002320963,2.513261299
100.0,0.7267748185210309,4,false,true,true,2.6484567673614876,1.157834067
100.0,0.7267748185210309,4,false,true,false,2.648456907267746,1.237130906
100.0,0.7267748185210309,4,false,false,true,2.6484567471906626,5.477496453
100.0,0.7267748185210309,4,false,false,false,2.648456850094788,3.903189421
100.0,0.7267748185210309,5,true,true,true,2.592444851739799,0.390309935
100.0,0.7267748185210309,5,true,true,false,2.592444851739799,0.403927153
100.0,0.7267748185210309,5,true,false,true,2.6131184274055883,6.198113916
100.0,0.7267748185210309,5,true,false,false,2.6206469629874944,18.050927544
100.0,0.7267748185210309,5,false,true,true,2.612490517914281,0.571058168
100.0,0.7267748185210309,5,false,true,false,2.6125341589653766,0.651016159
100.0,0.7267748185210309,5,false,false,true,2.6255340280981,2.345267469
100.0,0.7267748185210309,5,false,false,false,2.627251951307978,19.271050146
100.0,0.7267748185210309,6,true,true,true,2.5549275286649293,1.750807566
100.0,0.7267748185210309,6,true,true,false,2.5549275286649293,0.167788884
100.0,0.7267748185210309,6,true,false,true,2.5956952670292295,20.368128029
100.0,0.7267748185210309,6,true,false,false,2.612709426939086,20.993165317
100.0,0.7267748185210309,6,false,true,true,2.595556402558149,2.324414428
100.0,0.7267748185210309,6,false,true,false,2.5957933857093485,2.046343251
100.0,0.7267748185210309,6,false,false,true,2.613830070448415,56.271266762
100.0,0.7267748185210309,6,false,false,false,2.623071138918709,29.378860691
100.0,0.7267748185210309,7,true,true,true,2.5040701099632483,1.706562638
100.0,0.7267748185210309,7,true,true,false,2.5040701099632483,0.191224532
100.0,0.7267748185210309,7,true,false,true,2.5854849155155,24.893585419
